"name","class_id"
"sulfogaiacol",5989
"sulfomyxin",NULL
"sulforidazine",6180
"sulfur",NULL
"sulfur hexafluoride",4706
"sulglicotide",7404
"sulindac",6555
"sulisatin",NULL
"sulisobenzone",4236
"sulmarin",5980
"sulmazole",5260
"suloctidil",4184
"sulodexide",7405
"sulpiride",4622
"sulprostone",NULL
"sultamicillin",NULL
"sultiame",4232
"sultiame",7740
"sultopride",6103
"sultosilic acid",7061
"sumatriptan",7074
"sunitinib",5508
"suplatast",5798
"suprofen",3945
"suramin",NULL
"susoctocog alfa",7689
"sutilains",NULL
"sutimlimab",NULL
"suvorexant",7548
"suxamethonium",NULL
"suxibuzone",4475
"symclosene",4054
"syrosingopine",4176
"tacalcitol",7406
"tacrine",6889
"tacrolimus",4731
"tadalafil",NULL
"tafamidis",NULL
"tafasitamab",NULL
"tafenoquine",5392
"tafluprost",NULL
"tagraxofusp",NULL
"talampicillin",NULL
"talaporfin",NULL
"talastine",5305
"talazoparib tosylate",NULL
"talbutal",5831
"talc",NULL
"taliglucerase alfa",NULL
"talimogene laherparepvec",NULL
"talinolol",5851
"talipexole",6841
"talniflumate",6326
"talniflumate",7754
"taltirelin",5455
"tamibarotene",4901
"tamibarotene",7750
"tamoxifen",5010
"tamsulosin",7016
"tamsulosin",7737
"tamsulosin",7709
"tandospirone",5120
"tannic acid",3864
"tapentadol",5739
"tapinarof",NULL
"taribavirin",5420
"tartaric acid",4532
"tartrazine",6827
"tasimelteon",7500
"tasonermin",NULL
"tasosartan",6549
"taurine",3931
"taurolidine",5019
"taurosteine",6951
"tavaborole",7557
"tazanolast",5310
"tazarotene",6073
"tazemetostat",NULL
"tazobactam",4106
"tebentafusp",NULL
"tebipenem pivoxil",6700
"teceleukin",NULL
"technetium (99mTc) nofetumomab merpentan",7675
"technetium (99mTc) sestamibi",7709
"technetium Tc-99M pentetate",NULL
"Technetium Tc 99m Exametazime",6622
"technetium Tc 99m mebrofenin",NULL
"technetium Tc 99m medronate",NULL
"technetium Tc 99m tetrofosmin",NULL
"technetium Tc 99m tilmanocept",7699
"teclothiazide",7112
"teclozan",6060
"tecovirimat",NULL
"tedisamil",7349
"tedizolid phosphate",7552
"teduglutide",NULL
"teflurane",4310
"tegafur",NULL
"tegafur-uracil",7711
"tegafur-uracil",4444
"tegaserod",4026
"teicoplanin",NULL
"teicoplanin aglycone",NULL
"telaprevir",5714
"telavancin",4862
"telbivudine",NULL
"telithromycin",5368
"telmesteine",4156
"telmisartan",NULL
"telotristat ethyl",NULL
"temafloxacin",NULL
"temazepam",5203
"temocapril",4456
"temocillin",5366
"temocillin",7709
"temoporfin",5167
"temozolomide",6306
"temsirolimus",NULL
"tenapanor",NULL
"tenecteplase",7686
"teneligliptin",7563
"tenidap",7407
"teniposide",6579
"tenitramine",NULL
"tenofovir",6273
"tenofovir alafenamide",7611
"tenofovir disoproxil",NULL
"tenonitrozole",5791
"tenoxicam",5500
"tepotinib",NULL
"tepoxalin",NULL
"teprenone",NULL
"teprotumumab",NULL
"terazosin",6048
"terbinafine",NULL
"terbutaline",4806
"terconazole",NULL
"terfenadine",5274
"terguride",6756
"teriflunomide",7327
"teriflunomide",7746
"teriparatide",7219
"terizidone",NULL
"terlipressin",NULL
"terodiline",7755
"terodiline",6049
"terodiline",7756
"terodiline",7709
"terodiline",7711
"terpin",6302
"tertatolol",6378
"tesamorelin",NULL
"testolactone",NULL
"testosterone",4956
"testosterone cypionate",3938
"testosterone cypionate",7737
"testosterone cypionate",7735
"testosterone enantate",7301
"testosterone propionate",5738
"testosterone undecanoate",NULL
"tetrabarbital",4561
"tetrabenazine",4482
"tetracaine",5152
"tetrachloroethylene",4966
"tetracosactide",7222
"tetracycline",4807
"tetraethylphthalamide",6391
"tetragalacturonic acid hydroxymethylester",NULL
"tetramethrin",7408
"tetrazepam",NULL
"tetrofosmin",5733
"tetroxoprim",5985
"tetryzoline",5250
"tevenel",5447
"tezacaftor",NULL
"tezepelumab",NULL
"thalidomide",6964
"thalidomide",7737
"thalidomide",7755
"thalidomide",7709
"thalidomide",7735
"thallous chloride Tl-201",NULL
"thebacon",4890
"thenalidine",4302
"thenium closylate",NULL
"theobromine",NULL
"theodrenaline",5208
"theophylline",6457
"thiabendazole",6836
"thiacetarsamide",NULL
"thialbarbital",5069
"thiamazole",NULL
"thiamine",7709
"thiamine",6119
"thiamphenicol",6500
"thiamphenicol glycinate",4586
"thiamylal",4979
"thiazinam",4279
"thiazosulfone",4277
"thiazosulfone",7729
"thiazosulfone",7743
"thiethylperazine",4875
"thioacetazone",NULL
"thiocolchicoside",7735
"thiocolchicoside",7409
"thiocolchicoside",7737
"thioctic acid",7410
"thioguanine",5342
"thiomersal",7411
"thiopental",4900
"thiopropazate",6943
"thioproperazine",6408
"thioridazine",5389
"thiostrepton",NULL
"thiotepa",4485
"thiothixene",6940
"thiouracil",7014
"thiram",NULL
"thonzylamine",5703
"threonine",NULL
"thurfyl nicotinate",6576
"thymalfasin",4177
"thymol",NULL
"thymopentin",4856
"thyropropic acid",NULL
"thyrotropin alfa",7599
"tiadenol",7735
"tiadenol",6849
"tiadenol",7755
"tiadenol",7737
"tiagabine",6478
"tiamenidine",5137
"tiamiprine",6017
"tiamiprine",7709
"tiamulin",NULL
"tianeptine",6932
"tiapride",NULL
"tiaprofenic acid",4298
"tiaramide",5327
"tiazesim",4140
"tiazofurine",4138
"tibezonium",NULL
"tibolone",5709
"ticagrelor",NULL
"ticarcillin",5873
"ticlatone",7412
"ticlopidine",5227
"ticlopidine",7709
"tidiacic",6393
"tidiacic arginine",7413
"tiemonium",5601
"tienilic acid",4216
"tifenamil",5466
"tifenamil",7709
"tigecycline",4873
"tigemonam",5871
"tigilanol tiglate",NULL
"tigloidine",5077
"tilbroquinol",5119
"tildipirosin",NULL
"tildrakizumab",NULL
"tiletamine",NULL
"tilidine",6132
"tiliquinol",5086
"tilisolol",4836
"tilmicosin",NULL
"tiludronic acid",5345
"timepidium",4507
"timiperone",6651
"timolol",5678
"timonacic",6613
"tinazoline",4955
"tinazoline",7711
"tinidazole",5108
"tinofedrine",5573
"tinofedrine",7754
"tinofedrine",7735
"tinofedrine",7737
"tinofedrine",7709
"tinofedrine",7712
"tinoridine",4534
"tiocarlide",NULL
"tioclomarol",NULL
"tioconazole",4813
"tiomesterone",4519
"tiopronin",6149
"tiotropium bromide",6099
"tioxidazole",NULL
"tioxolone",4977
"tipepidine",6261
"tipiracil",7561
"tipranavir",4555
"tiquizium",5662
"tirabrutinib hydrochloride",NULL
"tiracizine",5655
"tiratricol",NULL
"tirbanibulin",NULL
"tirilazad",NULL
"tirofiban",5354
"tiropramide",NULL
"tirzepatide",NULL
"tisopurine",4155
"tisotumab vedotin",NULL
"titanium dioxide",6979
"tivozanib",NULL
"tixocortol",NULL
"tizanidine",4771
"tobramycin",6616
"tobuterol",NULL
"tocainide",5115
"tocamphyl",5876
"toceranib",NULL
"tocilizumab",7603
"tocofersolan",NULL
"tocofibrate",NULL
"tocopherol succinate",4114
"tocopheryl nicotinate",4019
"todralazine",4969
"tofacitinib",7394
"tofenacin",NULL
"tofisopam",6619
"tofisopam",7754
"tofogliflozin",3914
"tolazamide",7746
"tolazamide",4680
"tolazoline",4458
"tolbutamide",4823
"tolcapone",5766
"tolciclate",6001
"tolfenamic acid",4973
"tolindate",5441
"toliprolol",4305
"tolmetin",NULL
"tolnaftate",3980
"tolonidine",6773
"tolonium",6456
"toloxatone",NULL
"tolperisone",5550
"tolpropamine",6087
"tolrestat",NULL
"tolterodine",4906
"toluene",NULL
"tolvaptan",6461
"tolycaine",5551
"tolycaine",7720
"tonzonium",7297
"topiramate",NULL
"topiroxostat",3909
"topotecan",NULL
"toremifene",6685
"toremifene",7751
"torsemide",4020
"tosufloxacin",NULL
"tosylchloramide sodium",4951
"trabectedin",7326
"trabectedin",7755
"trafermin",NULL
"tralokinumab",NULL
"tramadol",5861
"tramazoline",4952
"trametinib",NULL
"trandolapril",NULL
"tranexamic acid",7754
"tranexamic acid",4768
"tranilast",4142
"tranylcypromine",6320
"trapidil",7114
"trastuzumab",3903
"trastuzumab deruxtecan",NULL
"trastuzumab emtansine",7645
"travoprost",4893
"traxanox",5631
"trazodone",5008
"trelagliptin",NULL
"trenbolone acetate",NULL
"trenbolone hexahydrobenzylcarbonate",7685
"trengestone",4407
"treosulfan",NULL
"trepibutone",NULL
"treprostinil",5640
"tretamine",6540
"tretinoin",NULL
"tretinoin tocoferil",5558
"tretoquinol",7133
"triacetin",5103
"triamcinolone",7739
"triamcinolone",5792
"triamcinolone",7720
"triamcinolone acetonide",NULL
"triamcinolone benetonide",NULL
"triamcinolone diacetate",6480
"triamcinolone hexacetonide",3900
"triamterene",5130
"triaziquone",NULL
"triazolam",6383
"triazolam",7739
"tribenoside",6443
"tribromoethanol",6288
"tribromometacresol",4040
"tribuzone",5006
"tricaine",NULL
"trichlormethiazide",6351
"trichlormethiazide",7750
"trichloroacetic acid",6735
"trichloroethylene",7003
"triclabendazole",NULL
"triclocarban",6179
"triclofos",7737
"triclofos",6230
"triclofos",7709
"triclosan",7104
"tricyclamol chloride",NULL
"tridihexethyl",6262
"trientine",4593
"trifarotene",NULL
"trifluoperazine",4594
"trifluperidol",6051
"triflupromazine",5224
"trifluridine",5718
"triflusal",7020
"triheptanoin",NULL
"trihexyphenidyl",4924
"trilaciclib",NULL
"trilostane",7753
"trilostane",7717
"trilostane",6108
"trimazosin",5221
"trimebutine",4439
"trimecaine",4133
"trimegestone",NULL
"trimetaphan",6453
"trimetazidine",5922
"trimethadione",4030
"trimethidinium",6742
"trimethobenzamide",5506
"trimethoprim",5013
"trimethyldiphenylpropylamine",NULL
"trimetozine",7709
"trimetozine",4670
"trimetrexate",5144
"trimipramine",NULL
"trinitrophenol",7319
"trioxsalen",6206
"tripamide",4436
"triparanol",NULL
"tripelennamine",4318
"triprolidine",6524
"triptorelin",NULL
"trisodium citrate dihydrate",7146
"trisodium citrate dihydrate",3848
"tritiozine",4795
"tritoqualine",6349
"trofosfamide",7711
"trofosfamide",7749
"trofosfamide",4846
"troglitazone",NULL
"trolamine",6722
"trolamine salicylate",7198
"trolamine salicylate",7709
"troleandomycin",6865
"trolnitrate",6869
"tromantadine",3996
"trometamol",4025
"tropatepine",6768
"tropesin",6957
"tropicamide",3978
"tropisetron",4321
"trospectomycin",5744
"trospectomycin",7754
"trospium",4760
"trovafloxacin",NULL
"troxacitabine",6560
"troxerutin",4164
"troxipide",5750
"trypan blue",7300
"tryparsamide",NULL
"trypsin",NULL
"tryptophan",5533
"tuaminoheptane",5847
"tubocurarine",3976
"tucatinib",NULL
"tucidinostat",7642
"tulathromycin",NULL
"tulobuterol",5538
"tulobuterol",7717
"turoctocog alfa",NULL
"turoctocog alfa pegol",NULL
"tybamate",4649
"tylosin",NULL
"tyloxapol",7698
"tyloxapol",7415
"tylvalosin",NULL
"tymazoline",NULL
"tyramine",4414
"tyropanoate",5325
"tyrosine",5370
"tyrosine",7715
"tyrothricin",NULL
"ubenimex",4397
"ubidecarenone",7299
"ubrogepant",NULL
"udenafil",NULL
"ufenamate",4627
"ulipristal",4751
"ulobetasol propionate",4327
"umbralisib",NULL
"umeclidinium",7495
"umifenovir",7543
"undecoylium chloride iodine",NULL
"undecylenic acid",7111
"unithiol",6450
"unoprostone isopropyl",NULL
"upacicalcet",NULL
"upadacitinib",NULL
"uracil mustard",5920
"urapidil",6472
"UREA C-13",NULL
"UREA C 14",NULL
"uredepa",4837
"uridine triacetate",3874
"uridine triphosphate",6966
"urokinase",NULL
"ursodiol",4915
"ursodiol",7720
"ursodiol",7721
"ustekinumab",7628
"vaborbactam",NULL
"vadadustat",NULL
"valaciclovir",6892
"valbenazine",NULL
"valdecoxib",NULL
"valdetamide",NULL
"valethamate",5084
"valganciclovir",6568
"valine",NULL
"valnoctamide",4461
"valproic acid",7715
"valproic acid",5189
"valpromide",5279
"valrubicin",4437
"valsartan",5855
"vancomycin",5309
"vandetanib",NULL
"vaniprevir",7614
"vanitiolide",5621
"vardenafil",6607
"varenicline",6394
"vasopressin",NULL
"vatinoxan",NULL
"vecuronium",5249
"vedaprofen",7066
"vedolizumab",3890
"velaglucerase alfa",7644
"velnacrine",5266
"velnacrine",7709
"velpatasvir",NULL
"vemurafenib",NULL
"venetoclax",NULL
"venlafaxine",NULL
"veralipride",4633
"verapamil",4239
"verdinexor",NULL
"vericiguat",NULL
"vernakalant",NULL
"verteporfin",5367
"vesnarinone",7732
"vesnarinone",4023
"vesnarinone",7756
"vesnarinone",7740
"vestronidase alfa",NULL
"vibegron",NULL
"vidarabine",5005
"vigabatrin",5595
"vilanterol",7474
"vilazodone",NULL
"vildagliptin",5774
"viloxazine",NULL
"viltolarsen",NULL
"viminol",4606
"viminol",7728
"viminol",7722
"viminol",7733
"vinbarbital",5587
"vinblastine",NULL
"vinburnine",NULL
"vincamine",4254
"vincristine",NULL
"vindesine",4697
"vinflunine",NULL
"vinorelbine",NULL
"vinpocetine",7711
"vinpocetine",7723
"vinpocetine",5055
"vintafolide",7511
"vinyl ether",NULL
"vinylbital",4996
"viomycin",NULL
"viquidil",NULL
"virginiamycin",NULL
"vismodegib",NULL
"visnadine",5642
"visnadine",7721
"vitamin A palmitate",NULL
"Vitamin E",NULL
"voacamine",NULL
"voclosporin",NULL
"voglibose",4291
"volanesorsen",NULL
"vonicog alfa",NULL
"vonoprazan",7647
"vorapaxar",7549
"voriconazole",4468
"vorinostat",5953
"vorozole",6295
"vortioxetine",7483
"vosoritide",NULL
"voxelotor",NULL
"voxilaprevir",NULL
"warfarin",7717
"warfarin",4355
"xamoterol",NULL
"xanomeline",6506
"xantinol",NULL
"xenbucin",4348
"xenbucin",7734
"xenon",NULL
"xenon (127Xe) gas",NULL
"xenon (133Xe) gas",NULL
"xenysalate",6063
"xenytropium",4618
"xibenolol",6502
"xibornol",5569
"xibornol",7754
"xibornol",7717
"xibornol",7747
"xibornol",7709
"ximelagatran",NULL
"xipamide",5878
"xylazine",NULL
"xylitol",7296
"xylometazoline",6891
"xylose",NULL
"xyloylsulfamine",4675
"yohimbine",4728
"zabofloxacin",NULL
"zafirlukast",6631
"zalcitabine",6788
"zaleplon",NULL
"zaltoprofen",6107
"zaltoprofen",7737
"zanamivir",6489
"zanubrutinib",NULL
"zeranol",7750
"zeranol",4514
"ziconotide",NULL
"zidovudine",4525
"zileuton",6494
"zilpaterol",NULL
"zimeldine",7710
"zimeldine",7711
"zimeldine",7736
"zimeldine",7709
"zimeldine",6611
"zinc acetate",NULL
"zinc chloride",NULL
"zinc gluconate",NULL
"zinc oxide",NULL
"zinc sulfate",4082
"zinc undecylenate",7128
"zinostatin",NULL
"zipeprol",6234
"ziprasidone",4880
"zofenopril",NULL
"zolazepam",NULL
"zoledronic acid",NULL
"zolimidine",5754
"zolmitriptan",5091
"zolpidem",6083
"zomepirac",7750
"zomepirac",7709
"zomepirac",4301
"zonisamide",6078
"zopiclone",4597
"zorubicin",6064
"zotarolimus",6835
"zotepine",4031
"zoxazolamine",6046
"zucapsaicin",6903
"zuclopenthixol",NULL
"zuclopenthixol acetate",NULL
