"class_name1","class_id1","class_name2","class_id2","ddi_risk","description"
"atazanavir",6955,"lovastatin",6268,"Critical","ATAZANAVIR SO4/LOVASTATIN [VA Drug Interaction]"
"atazanavir",6955,"midazolam",5586,"Critical","ATAZANAVIR SO4/MIDAZOLAM [VA Drug Interaction]"
"atazanavir",6955,"phenytoin",4724,"Significant","ATAZANAVIR SO4/PHENYTOIN [VA Drug Interaction]"
"atazanavir",6955,"silodosin",7174,"Critical","ATAZANAVIR SO4/SILODOSIN [VA Drug Interaction]"
"acebutolol",5686,"verapamil",6542,"Critical","ACEBUTOLOL/VERAPAMIL [VA Drug Interaction]"
"amiodarone",6920,"warfarin",5376,"Critical","AMIODARONE/WARFARIN [VA Drug Interaction]"
"atenolol",4876,"verapamil",6542,"Critical","ATENOLOL/VERAPAMIL [VA Drug Interaction]"
"allopurinol",4030,"azathioprine",4977,"Critical","ALLOPURINOL/AZATHIOPRINE [VA Drug Interaction]"
"carbamazepine",4584,"warfarin",5376,"Critical","CARBAMAZEPINE/WARFARIN [VA Drug Interaction]"
"carbamazepine",4584,"isoniazid",4039,"Critical","CARBAMAZEPINE/ISONIAZID [VA Drug Interaction]"
"carteolol",5168,"verapamil",6542,"Critical","CARTEOLOL/VERAPAMIL [VA Drug Interaction]"
"cimetidine",4726,"warfarin",5376,"Critical","CIMETIDINE/WARFARIN [VA Drug Interaction]"
"clofibrate",4642,"warfarin",5376,"Significant","CLOFIBRATE/WARFARIN [VA Drug Interaction]"
"disulfiram",5233,"warfarin",5376,"Critical","DISULFIRAM/WARFARIN [VA Drug Interaction]"
"isocarboxazid",4540,"pseudoephedrine",4173,"Critical","ISOCARBOXAZID/PSEUDOEPHEDRINE [VA Drug Interaction]"
"dopamine",4117,"isocarboxazid",4540,"Critical","DOPAMINE/ISOCARBOXAZID [VA Drug Interaction]"
"ephedrine",4174,"isocarboxazid",4540,"Critical","EPHEDRINE/ISOCARBOXAZID [VA Drug Interaction]"
"allopurinol",4030,"mercaptopurine",4109,"Critical","ALLOPURINOL/MERCAPTOPURINE [VA Drug Interaction]"
"furosemide",5641,"gentamicin",7228,"Significant","FUROSEMIDE/GENTAMICIN [VA Drug Interaction]"
"furosemide",5641,"tobramycin",6596,"Significant","FUROSEMIDE/TOBRAMYCIN [VA Drug Interaction]"
"amikacin",6858,"furosemide",5641,"Significant","AMIKACIN/FUROSEMIDE [VA Drug Interaction]"
"bumetanide",5948,"gentamicin",7228,"Significant","BUMETANIDE/GENTAMICIN [VA Drug Interaction]"
"bumetanide",5948,"tobramycin",6596,"Significant","BUMETANIDE/TOBRAMYCIN [VA Drug Interaction]"
"amikacin",6858,"bumetanide",5948,"Significant","AMIKACIN/BUMETANIDE [VA Drug Interaction]"
"ethacrynic acid",5308,"gentamicin",7228,"Significant","ETHACRYNIC ACID/GENTAMICIN [VA Drug Interaction]"
"ethacrynic acid",5308,"tobramycin",6596,"Significant","ETHACRYNIC ACID/TOBRAMYCIN [VA Drug Interaction]"
"amikacin",6858,"ethacrynic acid",5308,"Significant","AMIKACIN/ETHACRYNIC ACID [VA Drug Interaction]"
"ampicillin",5806,"gentamicin",7228,"Significant","AMPICILLIN/GENTAMICIN [VA Drug Interaction]"
"carbenicillin",6071,"gentamicin",7228,"Significant","CARBENICILLIN/GENTAMICIN [VA Drug Interaction]"
"gentamicin",7228,"mezlocillin",6793,"Significant","GENTAMICIN/MEZLOCILLIN [VA Drug Interaction]"
"gentamicin",7228,"piperacillin",6756,"Significant","GENTAMICIN/PIPERACILLIN [VA Drug Interaction]"
"gentamicin",7228,"ticarcillin",6121,"Significant","GENTAMICIN/TICARCILLIN [VA Drug Interaction]"
"ampicillin",5806,"tobramycin",6596,"Significant","AMPICILLIN/TOBRAMYCIN [VA Drug Interaction]"
"carbenicillin",6071,"tobramycin",6596,"Significant","CARBENICILLIN/TOBRAMYCIN [VA Drug Interaction]"
"mezlocillin",6793,"tobramycin",6596,"Significant","MEZLOCILLIN/TOBRAMYCIN [VA Drug Interaction]"
"piperacillin",6756,"tobramycin",6596,"Significant","PIPERACILLIN/TOBRAMYCIN [VA Drug Interaction]"
"ticarcillin",6121,"tobramycin",6596,"Significant","TICARCILLIN/TOBRAMYCIN [VA Drug Interaction]"
"amikacin",6858,"ampicillin",5806,"Significant","AMIKACIN/AMPICILLIN [VA Drug Interaction]"
"amikacin",6858,"carbenicillin",6071,"Significant","AMIKACIN/CARBENICILLIN [VA Drug Interaction]"
"amikacin",6858,"mezlocillin",6793,"Significant","AMIKACIN/MEZLOCILLIN [VA Drug Interaction]"
"amikacin",6858,"piperacillin",6756,"Significant","AMIKACIN/PIPERACILLIN [VA Drug Interaction]"
"amikacin",6858,"ticarcillin",6121,"Significant","AMIKACIN/TICARCILLIN [VA Drug Interaction]"
"metoprolol",4888,"verapamil",6542,"Critical","METOPROLOL/VERAPAMIL [VA Drug Interaction]"
"nadolol",5390,"verapamil",6542,"Critical","NADOLOL/VERAPAMIL [VA Drug Interaction]"
"ephedrine",4174,"pargyline",4146,"Critical","EPHEDRINE/PARGYLINE [VA Drug Interaction]"
"pargyline",4146,"phenylpropanolamine",4101,"Critical","PARGYLINE/PHENYLPROPANOLAMINE [VA Drug Interaction]"
"dopamine",4117,"pargyline",4146,"Critical","DOPAMINE/PARGYLINE [VA Drug Interaction]"
"penbutolol",5159,"verapamil",6542,"Critical","PENBUTOLOL/VERAPAMIL [VA Drug Interaction]"
"pentobarbital",4508,"warfarin",5376,"Critical","PENTOBARBITAL/WARFARIN [VA Drug Interaction]"
"dopamine",4117,"phenelzine",4033,"Critical","DOPAMINE/PHENELZINE [VA Drug Interaction]"
"phenelzine",4033,"phenylpropanolamine",4101,"Critical","PHENELZINE/PHENYLPROPANOLAMINE [VA Drug Interaction]"
"ephedrine",4174,"phenelzine",4033,"Critical","EPHEDRINE/PHENELZINE [VA Drug Interaction]"
"phenobarbital",4548,"warfarin",5376,"Critical","PHENOBARBITAL/WARFARIN [VA Drug Interaction]"
"cimetidine",4726,"phenytoin",4724,"Critical","CIMETIDINE/PHENYTOIN [VA Drug Interaction]"
"isoniazid",4039,"phenytoin",4724,"Significant","ISONIAZID/PHENYTOIN [VA Drug Interaction]"
"pindolol",4695,"verapamil",6542,"Critical","PINDOLOL/VERAPAMIL [VA Drug Interaction]"
"primidone",4452,"warfarin",5376,"Critical","PRIMIDONE/WARFARIN [VA Drug Interaction]"
"propranolol",4801,"verapamil",6542,"Critical","PROPRANOLOL/VERAPAMIL [VA Drug Interaction]"
"timolol",5484,"verapamil",6542,"Critical","TIMOLOL/VERAPAMIL [VA Drug Interaction]"
"phenylephrine",4184,"tranylcypromine",4023,"Critical","PHENYLEPHRINE/TRANYLCYPROMINE [VA Drug Interaction]"
"dopamine",4117,"tranylcypromine",4023,"Critical","DOPAMINE/TRANYLCYPROMINE [VA Drug Interaction]"
"ephedrine",4174,"tranylcypromine",4023,"Critical","EPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction]"
"isocarboxazid",4540,"phenylpropanolamine",4101,"Critical","ISOCARBOXAZID/PHENYLPROPANOLAMINE [VA Drug Interaction]"
"isocarboxazid",4540,"phenylephrine",4184,"Critical","ISOCARBOXAZID/PHENYLEPHRINE [VA Drug Interaction]"
"pargyline",4146,"pseudoephedrine",4173,"Critical","PARGYLINE/PSEUDOEPHEDRINE [VA Drug Interaction]"
"pargyline",4146,"phenylephrine",4184,"Critical","PARGYLINE/PHENYLEPHRINE [VA Drug Interaction]"
"phenelzine",4033,"phenylephrine",4184,"Critical","PHENELZINE/PHENYLEPHRINE [VA Drug Interaction]"
"secobarbital",4606,"warfarin",5376,"Critical","SECOBARBITAL/WARFARIN [VA Drug Interaction]"
"phenylpropanolamine",4101,"tranylcypromine",4023,"Critical","PHENYLPROPANOLAMINE/TRANYLCYPROMINE [VA Drug Interaction]"
"pseudoephedrine",4173,"tranylcypromine",4023,"Critical","PSEUDOEPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction]"
"ampicillin",5806,"netilmicin",6634,"Significant","AMPICILLIN/NETILMICIN [VA Drug Interaction]"
"carbenicillin",6071,"netilmicin",6634,"Significant","CARBENICILLIN/NETILMICIN [VA Drug Interaction]"
"mezlocillin",6793,"netilmicin",6634,"Significant","MEZLOCILLIN/NETILMICIN [VA Drug Interaction]"
"netilmicin",6634,"piperacillin",6756,"Significant","NETILMICIN/PIPERACILLIN [VA Drug Interaction]"
"netilmicin",6634,"ticarcillin",6121,"Significant","NETILMICIN/TICARCILLIN [VA Drug Interaction]"
"atracurium",7043,"gentamicin",7228,"Significant","ATRACURIUM/GENTAMICIN [VA Drug Interaction]"
"gentamicin",7228,"pancuronium",6839,"Significant","GENTAMICIN/PANCURONIUM [VA Drug Interaction]"
"gentamicin",7228,"tubocurarine",6887,"Significant","GENTAMICIN/TUBOCURARINE [VA Drug Interaction]"
"atracurium",7043,"tobramycin",6596,"Significant","ATRACURIUM/TOBRAMYCIN [VA Drug Interaction]"
"pancuronium",6839,"tobramycin",6596,"Significant","PANCURONIUM/TOBRAMYCIN [VA Drug Interaction]"
"tobramycin",6596,"tubocurarine",6887,"Significant","TOBRAMYCIN/TUBOCURARINE [VA Drug Interaction]"
"amikacin",6858,"atracurium",7043,"Significant","AMIKACIN/ATRACURIUM [VA Drug Interaction]"
"amikacin",6858,"pancuronium",6839,"Significant","AMIKACIN/PANCURONIUM [VA Drug Interaction]"
"amikacin",6858,"tubocurarine",6887,"Significant","AMIKACIN/TUBOCURARINE [VA Drug Interaction]"
"gentamicin",7228,"vancomycin",7097,"Significant","GENTAMICIN/VANCOMYCIN [VA Drug Interaction]"
"tobramycin",6596,"vancomycin",7097,"Significant","TOBRAMYCIN/VANCOMYCIN [VA Drug Interaction]"
"amikacin",6858,"vancomycin",7097,"Significant","AMIKACIN/VANCOMYCIN [VA Drug Interaction]"
"netilmicin",6634,"vancomycin",7097,"Significant","NETILMICIN/VANCOMYCIN [VA Drug Interaction]"
"captopril",4444,"indomethacin",5891,"Significant","CAPTOPRIL/INDOMETHACIN [VA Drug Interaction]"
"enalapril",6054,"indomethacin",5891,"Significant","ENALAPRIL/INDOMETHACIN [VA Drug Interaction]"
"indomethacin",5891,"lisinopril",6276,"Significant","INDOMETHACIN/LISINOPRIL [VA Drug Interaction]"
"captopril",4444,"triamterene",4730,"Significant","CAPTOPRIL/TRIAMTERENE [VA Drug Interaction]"
"enalapril",6054,"triamterene",4730,"Significant","ENALAPRIL/TRIAMTERENE [VA Drug Interaction]"
"lisinopril",6276,"triamterene",4730,"Significant","LISINOPRIL/TRIAMTERENE [VA Drug Interaction]"
"captopril",4444,"spironolactone",6362,"Significant","CAPTOPRIL/SPIRONOLACTONE [VA Drug Interaction]"
"enalapril",6054,"spironolactone",6362,"Significant","ENALAPRIL/SPIRONOLACTONE [VA Drug Interaction]"
"lisinopril",6276,"spironolactone",6362,"Significant","LISINOPRIL/SPIRONOLACTONE [VA Drug Interaction]"
"amiloride",4532,"captopril",4444,"Significant","AMILORIDE/CAPTOPRIL [VA Drug Interaction]"
"amiloride",4532,"enalapril",6054,"Significant","AMILORIDE/ENALAPRIL [VA Drug Interaction]"
"amiloride",4532,"lisinopril",6276,"Significant","AMILORIDE/LISINOPRIL [VA Drug Interaction]"
"metronidazole",4197,"warfarin",5376,"Critical","METRONIDAZOLE/WARFARIN [VA Drug Interaction]"
"phenylbutazone",5380,"warfarin",5376,"Critical","PHENYLBUTAZONE/WARFARIN [VA Drug Interaction]"
"indomethacin",5891,"warfarin",5376,"Significant","INDOMETHACIN/WARFARIN [VA Drug Interaction]"
"diclofenac",5219,"warfarin",5376,"Significant","DICLOFENAC/WARFARIN [VA Drug Interaction]"
"tolmetin",4777,"warfarin",5376,"Significant","TOLMETIN/WARFARIN [VA Drug Interaction]"
"ibuprofen",4374,"warfarin",5376,"Significant","IBUPROFEN/WARFARIN [VA Drug Interaction]"
"sulindac",5874,"warfarin",5376,"Significant","SULINDAC/WARFARIN [VA Drug Interaction]"
"naproxen",4534,"warfarin",5376,"Significant","NAPROXEN/WARFARIN [VA Drug Interaction]"
"ketoprofen",4743,"warfarin",5376,"Significant","KETOPROFEN/WARFARIN [VA Drug Interaction]"
"piroxicam",5646,"warfarin",5376,"Significant","PIROXICAM/WARFARIN [VA Drug Interaction]"
"flurbiprofen",4654,"warfarin",5376,"Significant","FLURBIPROFEN/WARFARIN [VA Drug Interaction]"
"phenytoin",4724,"warfarin",5376,"Significant","PHENYTOIN/WARFARIN [VA Drug Interaction]"
"propylthiouracil",4195,"warfarin",5376,"Significant","PROPYLTHIOURACIL/WARFARIN [VA Drug Interaction]"
"sulfinpyrazone",6265,"warfarin",5376,"Significant","SULFINPYRAZONE/WARFARIN [VA Drug Interaction]"
"sulfamethoxazole",4732,"warfarin",5376,"Critical","SULFAMETHOXAZOLE/WARFARIN [VA Drug Interaction]"
"cimetidine",4726,"propranolol",4801,"Significant","CIMETIDINE/PROPRANOLOL [VA Drug Interaction]"
"cimetidine",4726,"metoprolol",4888,"Significant","CIMETIDINE/METOPROLOL [VA Drug Interaction]"
"epinephrine",4265,"propranolol",4801,"Significant","EPINEPHRINE/PROPRANOLOL [VA Drug Interaction]"
"carteolol",5168,"epinephrine",4265,"Significant","CARTEOLOL/EPINEPHRINE [VA Drug Interaction]"
"epinephrine",4265,"nadolol",5390,"Significant","EPINEPHRINE/NADOLOL [VA Drug Interaction]"
"epinephrine",4265,"penbutolol",5159,"Significant","EPINEPHRINE/PENBUTOLOL [VA Drug Interaction]"
"epinephrine",4265,"pindolol",4695,"Significant","EPINEPHRINE/PINDOLOL [VA Drug Interaction]"
"epinephrine",4265,"timolol",5484,"Significant","EPINEPHRINE/TIMOLOL [VA Drug Interaction]"
"indomethacin",5891,"propranolol",4801,"Significant","INDOMETHACIN/PROPRANOLOL [VA Drug Interaction]"
"carteolol",5168,"indomethacin",5891,"Significant","CARTEOLOL/INDOMETHACIN [VA Drug Interaction]"
"indomethacin",5891,"nadolol",5390,"Significant","INDOMETHACIN/NADOLOL [VA Drug Interaction]"
"indomethacin",5891,"penbutolol",5159,"Significant","INDOMETHACIN/PENBUTOLOL [VA Drug Interaction]"
"indomethacin",5891,"pindolol",4695,"Significant","INDOMETHACIN/PINDOLOL [VA Drug Interaction]"
"indomethacin",5891,"timolol",5484,"Significant","INDOMETHACIN/TIMOLOL [VA Drug Interaction]"
"acebutolol",5686,"indomethacin",5891,"Significant","ACEBUTOLOL/INDOMETHACIN [VA Drug Interaction]"
"atenolol",4876,"indomethacin",5891,"Significant","ATENOLOL/INDOMETHACIN [VA Drug Interaction]"
"indomethacin",5891,"metoprolol",4888,"Significant","INDOMETHACIN/METOPROLOL [VA Drug Interaction]"
"piroxicam",5646,"propranolol",4801,"Significant","PIROXICAM/PROPRANOLOL [VA Drug Interaction]"
"carteolol",5168,"piroxicam",5646,"Significant","CARTEOLOL/PIROXICAM [VA Drug Interaction]"
"nadolol",5390,"piroxicam",5646,"Significant","NADOLOL/PIROXICAM [VA Drug Interaction]"
"penbutolol",5159,"piroxicam",5646,"Significant","PENBUTOLOL/PIROXICAM [VA Drug Interaction]"
"pindolol",4695,"piroxicam",5646,"Significant","PINDOLOL/PIROXICAM [VA Drug Interaction]"
"piroxicam",5646,"timolol",5484,"Significant","PIROXICAM/TIMOLOL [VA Drug Interaction]"
"acebutolol",5686,"piroxicam",5646,"Significant","ACEBUTOLOL/PIROXICAM [VA Drug Interaction]"
"atenolol",4876,"piroxicam",5646,"Significant","ATENOLOL/PIROXICAM [VA Drug Interaction]"
"metoprolol",4888,"piroxicam",5646,"Significant","METOPROLOL/PIROXICAM [VA Drug Interaction]"
"propranolol",4801,"sulindac",5874,"Significant","PROPRANOLOL/SULINDAC [VA Drug Interaction]"
"carteolol",5168,"sulindac",5874,"Significant","CARTEOLOL/SULINDAC [VA Drug Interaction]"
"nadolol",5390,"sulindac",5874,"Significant","NADOLOL/SULINDAC [VA Drug Interaction]"
"penbutolol",5159,"sulindac",5874,"Significant","PENBUTOLOL/SULINDAC [VA Drug Interaction]"
"pindolol",4695,"sulindac",5874,"Significant","PINDOLOL/SULINDAC [VA Drug Interaction]"
"sulindac",5874,"timolol",5484,"Significant","SULINDAC/TIMOLOL [VA Drug Interaction]"
"acebutolol",5686,"sulindac",5874,"Significant","ACEBUTOLOL/SULINDAC [VA Drug Interaction]"
"atenolol",4876,"sulindac",5874,"Significant","ATENOLOL/SULINDAC [VA Drug Interaction]"
"metoprolol",4888,"sulindac",5874,"Significant","METOPROLOL/SULINDAC [VA Drug Interaction]"
"cholestyramine",5232,"warfarin",5376,"Significant","CHOLESTYRAMINE/WARFARIN [VA Drug Interaction]"
"carbamazepine",4584,"erythromycin",6964,"Significant","CARBAMAZEPINE/ERYTHROMYCIN [VA Drug Interaction]"
"carbamazepine",4584,"verapamil",6542,"Significant","CARBAMAZEPINE/VERAPAMIL [VA Drug Interaction]"
"methotrexate",6538,"phenylbutazone",5380,"Significant","METHOTREXATE/PHENYLBUTAZONE [VA Drug Interaction]"
"indomethacin",5891,"methotrexate",6538,"Significant","INDOMETHACIN/METHOTREXATE [VA Drug Interaction]"
"diclofenac",5219,"methotrexate",6538,"Significant","DICLOFENAC/METHOTREXATE [VA Drug Interaction]"
"methotrexate",6538,"tolmetin",4777,"Significant","METHOTREXATE/TOLMETIN [VA Drug Interaction]"
"ibuprofen",4374,"methotrexate",6538,"Significant","IBUPROFEN/METHOTREXATE [VA Drug Interaction]"
"methotrexate",6538,"sulindac",5874,"Significant","METHOTREXATE/SULINDAC [VA Drug Interaction]"
"methotrexate",6538,"naproxen",4534,"Significant","METHOTREXATE/NAPROXEN [VA Drug Interaction]"
"ketoprofen",4743,"methotrexate",6538,"Significant","KETOPROFEN/METHOTREXATE [VA Drug Interaction]"
"methotrexate",6538,"piroxicam",5646,"Significant","METHOTREXATE/PIROXICAM [VA Drug Interaction]"
"flurbiprofen",4654,"methotrexate",6538,"Significant","FLURBIPROFEN/METHOTREXATE [VA Drug Interaction]"
"methotrexate",6538,"probenecid",5072,"Significant","METHOTREXATE/PROBENECID [VA Drug Interaction]"
"phenelzine",4033,"pseudoephedrine",4173,"Critical","PHENELZINE/PSEUDOEPHEDRINE [VA Drug Interaction]"
"chloramphenicol",5548,"phenytoin",4724,"Significant","CHLORAMPHENICOL/PHENYTOIN [VA Drug Interaction]"
"disulfiram",5233,"phenytoin",4724,"Significant","DISULFIRAM/PHENYTOIN [VA Drug Interaction]"
"acebutolol",5686,"glipizide",6508,"Significant","ACEBUTOLOL/GLIPIZIDE [VA Drug Interaction]"
"atenolol",4876,"glipizide",6508,"Significant","ATENOLOL/GLIPIZIDE [VA Drug Interaction]"
"glipizide",6508,"metoprolol",4888,"Significant","GLIPIZIDE/METOPROLOL [VA Drug Interaction]"
"glipizide",6508,"propranolol",4801,"Significant","GLIPIZIDE/PROPRANOLOL [VA Drug Interaction]"
"carteolol",5168,"glipizide",6508,"Significant","CARTEOLOL/GLIPIZIDE [VA Drug Interaction]"
"glipizide",6508,"nadolol",5390,"Significant","GLIPIZIDE/NADOLOL [VA Drug Interaction]"
"glipizide",6508,"penbutolol",5159,"Significant","GLIPIZIDE/PENBUTOLOL [VA Drug Interaction]"
"glipizide",6508,"pindolol",4695,"Significant","GLIPIZIDE/PINDOLOL [VA Drug Interaction]"
"glipizide",6508,"timolol",5484,"Significant","GLIPIZIDE/TIMOLOL [VA Drug Interaction]"
"acebutolol",5686,"tolbutamide",4915,"Significant","ACEBUTOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"atenolol",4876,"tolbutamide",4915,"Significant","ATENOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"metoprolol",4888,"tolbutamide",4915,"Significant","METOPROLOL/TOLBUTAMIDE [VA Drug Interaction]"
"propranolol",4801,"tolbutamide",4915,"Significant","PROPRANOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"carteolol",5168,"tolbutamide",4915,"Significant","CARTEOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"nadolol",5390,"tolbutamide",4915,"Significant","NADOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"penbutolol",5159,"tolbutamide",4915,"Significant","PENBUTOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"pindolol",4695,"tolbutamide",4915,"Significant","PINDOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"timolol",5484,"tolbutamide",4915,"Significant","TIMOLOL/TOLBUTAMIDE [VA Drug Interaction]"
"acebutolol",5686,"tolazamide",5416,"Significant","ACEBUTOLOL/TOLAZAMIDE [VA Drug Interaction]"
"atenolol",4876,"tolazamide",5416,"Significant","ATENOLOL/TOLAZAMIDE [VA Drug Interaction]"
"metoprolol",4888,"tolazamide",5416,"Significant","METOPROLOL/TOLAZAMIDE [VA Drug Interaction]"
"propranolol",4801,"tolazamide",5416,"Significant","PROPRANOLOL/TOLAZAMIDE [VA Drug Interaction]"
"carteolol",5168,"tolazamide",5416,"Significant","CARTEOLOL/TOLAZAMIDE [VA Drug Interaction]"
"nadolol",5390,"tolazamide",5416,"Significant","NADOLOL/TOLAZAMIDE [VA Drug Interaction]"
"penbutolol",5159,"tolazamide",5416,"Significant","PENBUTOLOL/TOLAZAMIDE [VA Drug Interaction]"
"pindolol",4695,"tolazamide",5416,"Significant","PINDOLOL/TOLAZAMIDE [VA Drug Interaction]"
"timolol",5484,"tolazamide",5416,"Significant","TIMOLOL/TOLAZAMIDE [VA Drug Interaction]"
"acebutolol",5686,"acetohexamide",5571,"Significant","ACEBUTOLOL/ACETOHEXAMIDE [VA Drug Interaction]"
"acetohexamide",5571,"atenolol",4876,"Significant","ACETOHEXAMIDE/ATENOLOL [VA Drug Interaction]"
"acetohexamide",5571,"metoprolol",4888,"Significant","ACETOHEXAMIDE/METOPROLOL [VA Drug Interaction]"
"acetohexamide",5571,"propranolol",4801,"Significant","ACETOHEXAMIDE/PROPRANOLOL [VA Drug Interaction]"
"acetohexamide",5571,"carteolol",5168,"Significant","ACETOHEXAMIDE/CARTEOLOL [VA Drug Interaction]"
"acetohexamide",5571,"nadolol",5390,"Significant","ACETOHEXAMIDE/NADOLOL [VA Drug Interaction]"
"acetohexamide",5571,"penbutolol",5159,"Significant","ACETOHEXAMIDE/PENBUTOLOL [VA Drug Interaction]"
"acetohexamide",5571,"pindolol",4695,"Significant","ACETOHEXAMIDE/PINDOLOL [VA Drug Interaction]"
"acetohexamide",5571,"timolol",5484,"Significant","ACETOHEXAMIDE/TIMOLOL [VA Drug Interaction]"
"acebutolol",5686,"chlorpropamide",4974,"Significant","ACEBUTOLOL/CHLORPROPAMIDE [VA Drug Interaction]"
"atenolol",4876,"chlorpropamide",4974,"Significant","ATENOLOL/CHLORPROPAMIDE [VA Drug Interaction]"
"chlorpropamide",4974,"metoprolol",4888,"Significant","CHLORPROPAMIDE/METOPROLOL [VA Drug Interaction]"
"chlorpropamide",4974,"propranolol",4801,"Significant","CHLORPROPAMIDE/PROPRANOLOL [VA Drug Interaction]"
"carteolol",5168,"chlorpropamide",4974,"Significant","CARTEOLOL/CHLORPROPAMIDE [VA Drug Interaction]"
"chlorpropamide",4974,"nadolol",5390,"Significant","CHLORPROPAMIDE/NADOLOL [VA Drug Interaction]"
"chlorpropamide",4974,"penbutolol",5159,"Significant","CHLORPROPAMIDE/PENBUTOLOL [VA Drug Interaction]"
"chlorpropamide",4974,"pindolol",4695,"Significant","CHLORPROPAMIDE/PINDOLOL [VA Drug Interaction]"
"chlorpropamide",4974,"timolol",5484,"Significant","CHLORPROPAMIDE/TIMOLOL [VA Drug Interaction]"
"aluminum carbonate",7443,"ciprofloxacin",5645,"Significant","ALUMINUM CARBONATE/CIPROFLOXACIN [VA Drug Interaction]"
"ciprofloxacin",5645,"magnesium hydroxide",3924,"Significant","CIPROFLOXACIN/MAGNESIUM HYDROXIDE [VA Drug Interaction]"
"ciprofloxacin",5645,"magnesium oxide",7244,"Significant","CIPROFLOXACIN/MAGNESIUM OXIDE [VA Drug Interaction]"
"calcium carbonate",3919,"ciprofloxacin",5645,"Significant","CALCIUM CARBONATE/CIPROFLOXACIN [VA Drug Interaction]"
"ciprofloxacin",5645,"sodium bicarbonate",7144,"Significant","CIPROFLOXACIN/SODIUM BICARBONATE [VA Drug Interaction]"
"ciprofloxacin",5645,"magnesium carbonate",7241,"Significant","CIPROFLOXACIN/MAGNESIUM CARBONATE [VA Drug Interaction]"
